# VELOCITY:     AVE_POFV:        ERROR:
   0.0950146   0.0305265   0.0305265           0
    0.285044    0.056887    0.056887           0
    0.475073    0.101251    0.101251           0
    0.665102    0.112897    0.112897           0
    0.855132    0.249645    0.249645           0
     1.04516    0.444498    0.444498           0
     1.23519    0.452538    0.452538           0
     1.42522    0.432536    0.432536           0
     1.61525    0.588969    0.588969           0
     1.80528    0.466424    0.466424           0
     1.99531    0.513249    0.513249           0
     2.18534    0.487206    0.487206           0
     2.37537    0.363126    0.363126           0
     2.56539    0.252836    0.252836           0
     2.75542    0.247087    0.247087           0
     2.94545    0.161062    0.161062           0
     3.13548    0.118744    0.118744           0
     3.32551   0.0750128   0.0750128           0
     3.51554   0.0402229   0.0402229           0
     3.70557   0.0302341   0.0302341           0
      3.8956   0.0133264   0.0133264           0
     4.08563   0.0067972   0.0067972           0
     4.27566   0.0022901   0.0022901           0
     4.46569   0.0103542   0.0103542           0
     4.65572  0.00328897  0.00328897           0
     4.84575  0.00133995  0.00133995           0
     5.03577           0           0           0
      5.2258           0           0           0
     5.41583           0           0           0
     5.60586           0           0           0
   0.0950146  0.00545725   0.0179919  0.00886332
    0.285044   0.0288455   0.0428662  0.00991417
    0.475073    0.134141    0.117696   0.0116283
    0.665102    0.157261    0.135079   0.0156852
    0.855132      0.3517    0.300673    0.036082
     1.04516    0.307092    0.375795   0.0485803
     1.23519      0.4253    0.438919  0.00962992
     1.42522    0.513396    0.472966   0.0285883
     1.61525    0.556981    0.572975   0.0113096
     1.80528    0.465425    0.465925 0.000353154
     1.99531    0.474147    0.493698   0.0138247
     2.18534    0.439845    0.463525   0.0167447
     2.37537    0.444132    0.403629     0.02864
     2.56539     0.30546    0.279148   0.0186052
     2.75542    0.155556    0.201321    0.032361
     2.94545    0.147906    0.154484   0.0046513
     3.13548    0.155556     0.13715    0.013015
     3.32551   0.0487011    0.061857  0.00930261
     3.51554   0.0581782   0.0492005  0.00634817
     3.70557   0.0555714   0.0429028  0.00895806
      3.8956   0.0292109   0.0212687  0.00561602
     4.08563    0.002485   0.0046411  0.00152459
     4.27566           0  0.00114505 0.000809671
     4.46569           0  0.00517708  0.00366075
     4.65572           0  0.00164448  0.00116283
     4.84575           0 0.000669975 0.000473744
     5.03577           0           0           0
      5.2258           0           0           0
     5.41583           0           0           0
     5.60586           0           0           0
   0.0950146  0.00294789   0.0129772  0.00718884
    0.285044   0.0715046   0.0524123   0.0102194
    0.475073   0.0708468     0.10208   0.0149225
