1.09436 1.2078 2.55116
1.03943 1.38021 3.04323
1.70195 0.230936 2.24721
1.17211 0.340995 1.08873
0.127251 0.952164 0.448308
-0.453805 0.326408 0.38062
-0.173462 0.519532 -0.617891
0.863015 1.12926 -0.613432
1.29113 0.16497 -1.52313
1.47657 0.980982 -2.5965
2.48183 2.03668 -1.84462
1.60296 0.965034 -1.3324
2.7681 0.722686 -1.8778
2.85966 0.199948 -1.92213
2.17498 -0.95719 -2.84792
1.59665 -1.82005 -1.88249
0.971678 -1.02396 -1.28544
0.254601 -1.84212 -0.865603
1.17122 -2.34512 -0.188984
1.96376 -1.47836 0.383683
1.3888 -0.622271 0.498404
1.59977 -0.325565 0.989413
0.911286 -0.334478 1.80182
0.770985 0.71344 2.80057
-0.242005 0.160349 3.76628
0.536267 0.511066 3.01611
-0.519528 -0.372524 1.84722
0.667153 0.567735 1.71812
0.903331 -0.0359885 2.33806
0.893274 0.893983 1.99966
1.59812 0.370424 2.74138
2.07406 0.614395 3.32336
0.874215 0.990037 2.83463
1.79686 0.244484 3.96128
2.08041 -0.596234 4.05416
2.17678 -0.894903 4.4451
1.41549 -2.07433 4.26745
0.716468 -3.19607 3.85071
0.74681 -3.26956 3.89945
-0.326238 -3.10463 4.86847
-0.824104 -2.87854 4.21244
-1.84249 -3.79562 3.05278
-2.73246 -3.40546 2.68187
-2.81813 -4.1182 3.45018
-2.56218 -3.40776 2.94324
-3.00193 -3.42548 3.51256
-3.38691 -3.43347 4.14175
-3.23523 -4.17478 4.54314
-4.1267 -3.70212 4.51924
-4.28328 -3.31357 4.53649
-4.55141 -4.25269 3.37286
-5.20587 -4.38344 3.04949
-4.54678 -3.99949 2.12596
-4.30505 -4.26631 2.28872
-3.71927 -3.99137 3.00373
-4.89549 -4.37778 3.08687
-5.36577 -4.15911 4.18158
-4.17155 -5.20511 4.86184
-4.40204 -5.47319 4.06881
-3.5019 -5.93006 3.21254
-2.58342 -5.38651 3.63057
-1.73609 -4.38338 3.95487
-0.895875 -4.04196 4.69999
-1.85308 -4.57433 3.86565
-1.14775 -3.55618 2.83168
-0.944617 -2.59445 2.21493
-1.11131 -1.7011 1.37967
-0.570178 -0.536681 2.06142
-0.545442 -0.79679 1.66106
-0.644941 0.0379884 2.1184
0.373414 0.19568 2.21972
-0.577897 0.849778 2.0935
-0.0507359 0.648702 2.11776
-0.72111 1.65069 1.48313
-1.0946 1.35096 2.64503
-1.71768 2.03207 3.62181
-2.45787 1.06282 4.73395
-1.64473 1.21635 3.56721
-1.19752 1.0842 3.9822
-1.31967 0.0612508 5.13938
-0.125526 0.0165624 4.58575
0.734299 -0.98803 3.71716
0.873132 -1.85841 2.71626
-0.143667 -0.932609 2.38716
-0.159065 -0.935912 1.60747
0.166279 -1.19618 1.63666
1.31029 -0.709219 1.66984
0.46526 -0.935016 2.62602
0.453042 0.00314422 3.07832
0.410595 -0.555227 3.38499
0.723153 -0.544695 2.34289
1.37645 -0.67782 2.41117
