1 4.98282 inf
2 5.0085 0.0256854
3 5.0186 0.0179444
4 4.85086 0.168222
5 4.86525 0.131096
6 4.85055 0.108045
7 4.78419 0.11288
8 4.83307 0.1093
9 4.80639 0.100018
10 4.79425 0.0902787
11 4.76444 0.086934
12 4.81375 0.0934341
13 4.80969 0.0860427
14 4.79736 0.0806083
15 4.7481 0.0897673
16 4.77284 0.0875383
17 4.80326 0.0876752
18 4.82745 0.0861268
19 4.81406 0.0825609
20 4.79772 0.0800098
21 4.80478 0.0764311
22 4.87051 0.0981388
23 4.88531 0.0949346
24 4.87588 0.0913799
25 4.92366 0.0998252
26 4.89088 0.101359
27 4.92635 0.103784
28 4.93032 0.100088
29 4.89133 0.104152
30 4.91728 0.103914
31 4.90816 0.100919
32 4.93857 0.102338
33 4.92206 0.100552
34 4.91772 0.0976469
35 4.93657 0.0966722
36 4.92605 0.0945357
37 4.94111 0.0931706
38 4.969 0.0948767
39 4.95226 0.093916
40 4.9351 0.0931322
41 4.92805 0.0911056
42 4.93583 0.0892499
43 4.92926 0.0873967
44 4.94443 0.0867242
45 4.94673 0.0848062
46 4.96761 0.0855297
47 4.97595 0.0841044
48 4.97654 0.0823357
49 4.96564 0.0813708
50 4.96237 0.0797938
51 4.97243 0.0788578
52 4.9611 0.0781524
53 4.9571 0.0767676
54 4.989 0.0818079
55 4.97752 0.0811243
56 4.97646 0.0796695
57 4.97876 0.078293
58 4.98349 0.0770764
59 4.9783 0.075936
60 4.99368 0.0762265
61 4.9905 0.0750336
62 4.99533 0.0739712
63 5.0092 0.0740968
64 5.00131 0.0733548
65 4.99382 0.0726051
66 5.00447 0.072285
67 4.99372 0.0720054
68 4.98418 0.0715772
69 4.97017 0.0719086
70 4.96846 0.0708946
71 4.9782 0.0705643
72 4.98906 0.0704195
73 4.98023 0.0700076
74 4.98408 0.0691625
75 4.99048 0.0685333
76 4.99303 0.0676738
77 4.9889 0.066917
78 5.00138 0.0672237
79 4.99688 0.0665198
80 5.00773 0.0665732
81 5.00686 0.065752
82 5.00646 0.0649464
83 5.01311 0.0645037
84 5.00784 0.0639487
85 5.01943 0.064246
86 5.03665 0.0657878
87 5.04022 0.0651249
88 5.04051 0.0643812
89 5.03795 0.0637049
90 5.03887 0.0629998
91 5.03308 0.0625721
92 5.04573 0.0631678
93 5.03841 0.0629116
94 5.04263 0.0623813
95 5.05234 0.0624801
96 5.06532 0.0631751
97 5.05891 0.0628488
98 5.05116 0.0626847
99 5.04958 0.0620683
100 5.05549 0.0617278
