#    r:        g(r):       error:
    0.961861  0.00113065 0.000619392
    0.987511   0.0123571  0.00161396
     1.01316     0.13703  0.00594867
     1.03881     0.62468   0.0156941
     1.06446     1.57466   0.0283627
     1.09011      2.5776   0.0418309
     1.11576     3.15346   0.0396296
     1.14141     3.42083   0.0387825
     1.16706     3.14132   0.0284682
     1.19271     2.81397   0.0526504
     1.21836     2.40394   0.0396016
     1.24401     1.95855   0.0415872
     1.26966     1.67048   0.0358145
     1.29531     1.39364   0.0282856
     1.32096     1.20559   0.0279221
     1.34661     1.02522   0.0175552
     1.37226    0.874844   0.0110176
     1.39791    0.757211   0.0202495
     1.42355    0.708224   0.0148227
      1.4492    0.671997   0.0216609
     1.47485    0.617235   0.0219672
      1.5005    0.554849   0.0110946
     1.52615    0.537485   0.0176393
      1.5518    0.521599  0.00929544
     1.57745     0.51746    0.011452
      1.6031     0.53139   0.0100638
     1.62875    0.549894   0.0137593
      1.6544    0.556236   0.0109948
     1.68005    0.554041   0.0120573
      1.7057    0.586908   0.0126161
     1.73135    0.620071   0.0245464
       1.757    0.679846   0.0145328
     1.78265    0.736055  0.00922006
      1.8083    0.756581   0.0121952
     1.83395    0.841199   0.0122486
      1.8596    0.941988   0.0157886
     1.88525     1.00827   0.0163607
      1.9109     1.07295   0.0149732
     1.93655     1.12578   0.0191736
      1.9622      1.1767   0.0131404
     1.98785     1.21939   0.0134872
      2.0135     1.24405  0.00687376
     2.03915     1.25455   0.0102296
      2.0648     1.24766   0.0109449
     2.09045     1.27112  0.00789729
      2.1161     1.25629   0.0178648
     2.14174      1.2679    0.015188
     2.16739     1.25822   0.0119371
     2.19304     1.24811  0.00337787
     2.21869     1.25285   0.0177501
     2.24434     1.24532   0.0142825
     2.26999     1.19942   0.0168015
     2.29564      1.1625   0.0147665
     2.32129     1.12212   0.0120185
     2.34694      1.0738  0.00652683
     2.37259     1.01534   0.0125292
     2.39824    0.978529   0.0089219
     2.42389    0.922753  0.00950653
     2.44954    0.881782   0.0106562
     2.47519    0.829055  0.00691357
     2.50084     0.81857   0.0166822
     2.52649    0.805579  0.00926729
     2.55214    0.809093  0.00749096
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913           0           0
    0.910562           0           0
    0.936212           0           0
    0.961861  0.00111973 0.000516256
    0.987511   0.0130143   0.0014727
     1.01316    0.138002  0.00503602
     1.03881    0.622148   0.0132812
     1.06446     1.56285   0.0259757
     1.09011     2.56972   0.0355928
     1.11576     3.16359    0.034295
     1.14141     3.41155   0.0334114
     1.16706     3.12994    0.025898
     1.19271     2.80299   0.0450048
     1.21836     2.38957   0.0355143
     1.24401      1.9539   0.0349146
     1.26966      1.6882   0.0339467
     1.29531     1.41017   0.0279887
     1.32096     1.23389   0.0347649
     1.34661     1.02773   0.0148072
     1.37226    0.870625  0.00995646
     1.39791    0.747821   0.0189266
     1.42355    0.700823   0.0140794
      1.4492    0.667616   0.0184885
     1.47485    0.618547   0.0183451
      1.5005    0.562103    0.011372
     1.52615    0.541477   0.0151445
      1.5518    0.527566  0.00946979
     1.57745    0.527612    0.013303
      1.6031    0.527848  0.00898828
     1.62875    0.544192   0.0125921
      1.6544    0.555008  0.00923067
     1.68005    0.549219   0.0109699
      1.7057    0.590511   0.0110158
     1.73135    0.633607   0.0238981
       1.757    0.682462   0.0123439
     1.78265    0.730375  0.00926937
      1.8083    0.750454   0.0116003
     1.83395    0.834438    0.011928
      1.8596     0.93799   0.0136541
     1.88525     1.00059   0.0153325
      1.9109     1.06812   0.0132329
     1.93655     1.12151   0.0164456
      1.9622     1.17867   0.0110982
     1.98785     1.21509   0.0119047
      2.0135     1.23558  0.00962158
     2.03915     1.25394  0.00854277
      2.0648       1.252  0.00994392
     2.09045     1.27306  0.00681599
      2.1161      1.2623   0.0158669
     2.14174     1.26583   0.0127976
     2.16739     1.25788  0.00995257
     2.19304     1.25224  0.00470525
     2.21869     1.25615   0.0150949
     2.24434     1.24881   0.0123227
     2.26999     1.20988    0.016946
     2.29564      1.1604   0.0124534
     2.32129     1.12087    0.010081
     2.34694     1.07376  0.00543912
     2.37259     1.01499   0.0104459
     2.39824    0.980033  0.00756064
     2.42389    0.913699   0.0114491
     2.44954    0.877461   0.0097171
     2.47519    0.832522  0.00657355
     2.50084    0.824055   0.0147759
     2.52649    0.807897   0.0080073
     2.55214    0.810853  0.00644574
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913           0           0
    0.910562           0           0
    0.936212           0           0
    0.961861  0.00120556 0.000449584
    0.987511   0.0128184  0.00127528
     1.01316    0.139307  0.00448236
     1.03881    0.624976   0.0116811
     1.06446     1.55556   0.0232654
     1.09011     2.56781   0.0305595
     1.11576      3.1849   0.0354016
     1.14141     3.40729   0.0289084
     1.16706     3.12892   0.0222182
     1.19271     2.81144   0.0393599
     1.21836     2.37374   0.0337841
     1.24401     1.96292   0.0310696
     1.26966      1.6748   0.0316328
     1.29531      1.3934   0.0285806
     1.32096     1.21354   0.0352536
     1.34661     1.02021   0.0144773
     1.37226    0.877574   0.0106877
     1.39791    0.751439   0.0165649
     1.42355    0.706713   0.0132431
      1.4492    0.669169   0.0159124
     1.47485    0.628048   0.0180172
      1.5005    0.572406   0.0136383
     1.52615    0.550371   0.0153722
      1.5518    0.532494  0.00931108
     1.57745    0.537885   0.0148481
      1.6031    0.536808   0.0113215
     1.62875    0.548535   0.0115177
      1.6544    0.558953  0.00871444
     1.68005    0.549976  0.00942883
      1.7057    0.593466  0.00983049
     1.73135     0.63384   0.0204852
       1.757    0.678533   0.0111884
     1.78265    0.724244  0.00976449
      1.8083    0.742923    0.012144
     1.83395    0.831221   0.0106488
      1.8596    0.927224   0.0153725
     1.88525    0.988671   0.0171596
      1.9109     1.06473   0.0117695
     1.93655     1.11323   0.0160462
      1.9622     1.17743  0.00958245
     1.98785     1.21154   0.0107218
      2.0135      1.2213   0.0155815
     2.03915     1.24448   0.0114116
      2.0648     1.25346  0.00862902
     2.09045     1.27166  0.00598451
      2.1161     1.27295   0.0167958
     2.14174     1.28325   0.0195046
     2.16739     1.27688   0.0195477
     2.19304     1.26363   0.0112873
     2.21869     1.26757   0.0167096
     2.24434     1.24825   0.0105754
     2.26999     1.20686   0.0147921
     2.29564     1.15944   0.0107114
     2.32129     1.11765  0.00914012
     2.34694     1.06815  0.00698159
     2.37259     1.01541  0.00896219
     2.39824    0.969348   0.0118258
     2.42389    0.909116   0.0106912
     2.44954    0.875395  0.00854564
     2.47519    0.835632  0.00632725
     2.50084    0.828134    0.013216
     2.52649    0.813893  0.00882734
     2.55214    0.808276  0.00601795
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913           0           0
    0.910562           0           0
    0.936212           0           0
    0.961861  0.00105487 0.000417879
    0.987511   0.0114781  0.00167842
     1.01316    0.139291  0.00392209
     1.03881     0.62973   0.0111463
     1.06446     1.57463   0.0270681
     1.09011     2.57022   0.0268349
     1.11576     3.20398   0.0357529
     1.14141     3.40111   0.0259467
     1.16706     3.14515   0.0246656
     1.19271     2.82174   0.0357626
     1.21836     2.35831   0.0328964
     1.24401      1.9398   0.0347369
     1.26966     1.65765   0.0319928
     1.29531     1.36739   0.0348908
     1.32096     1.19418   0.0357694
     1.34661     1.01516   0.0135199
     1.37226    0.878554  0.00939649
     1.39791    0.757889   0.0157001
     1.42355    0.721669   0.0181658
      1.4492    0.676695    0.015602
     1.47485    0.634758   0.0169688
      1.5005    0.577026   0.0126918
     1.52615    0.559074   0.0157228
      1.5518     0.53316    0.008171
     1.57745    0.540948   0.0133043
      1.6031    0.550816   0.0164262
     1.62875    0.553702   0.0111774
      1.6544    0.565272  0.00964796
     1.68005    0.561865   0.0138477
      1.7057     0.59657  0.00907839
     1.73135    0.634662   0.0179411
       1.757    0.671537   0.0117755
     1.78265     0.71415    0.012734
      1.8083    0.739142   0.0111991
     1.83395     0.82823  0.00972884
      1.8596    0.919526   0.0152571
     1.88525    0.977044   0.0185402
      1.9109     1.05155   0.0160647
     1.93655     1.10788   0.0149064
      1.9622     1.17071   0.0104781
     1.98785     1.20692   0.0103302
      2.0135     1.22149   0.0136349
     2.03915     1.24717   0.0102958
      2.0648     1.25576  0.00785137
     2.09045     1.27728  0.00741713
      2.1161     1.28021   0.0161891
     2.14174      1.2964   0.0210392
     2.16739     1.27798   0.0171355
     2.19304     1.26574   0.0100727
     2.21869     1.26532   0.0147717
     2.24434     1.24573  0.00954892
     2.26999     1.20497   0.0130631
     2.29564      1.1579   0.0094826
     2.32129     1.11366  0.00882607
     2.34694      1.0654   0.0066286
     2.37259     1.01824  0.00827695
     2.39824     0.96868   0.0103665
     2.42389    0.910336  0.00942409
     2.44954    0.878387  0.00798403
     2.47519    0.840078  0.00692439
     2.50084    0.835181    0.013311
     2.52649    0.814526  0.00774658
     2.55214    0.808979  0.00530661
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913           0           0
    0.910562           0           0
    0.936212           0           0
    0.961861 0.000937658 0.000387537
    0.987511   0.0113412   0.0014975
     1.01316    0.137953  0.00370745
     1.03881    0.634235     0.01078
     1.06446     1.58093   0.0247813
     1.09011     2.57537   0.0243416
     1.11576     3.19326   0.0333502
     1.14141     3.38479   0.0277269
     1.16706     3.13469   0.0240415
     1.19271     2.80857   0.0341265
     1.21836     2.36413   0.0297515
     1.24401     1.93284   0.0315679
     1.26966     1.64812   0.0298238
     1.29531     1.36476   0.0311125
     1.32096     1.19393   0.0317959
     1.34661     1.02222   0.0137381
     1.37226    0.887218   0.0116834
     1.39791    0.772589    0.019668
     1.42355     0.73079   0.0182945
      1.4492    0.677808   0.0139081
     1.47485    0.632922   0.0151824
      1.5005    0.576514   0.0112919
     1.52615    0.562272   0.0142972
      1.5518    0.535494  0.00758911
     1.57745    0.540891   0.0118262
      1.6031     0.54443   0.0157938
     1.62875      0.5534  0.00993953
      1.6544    0.567011  0.00873121
     1.68005    0.569405    0.014214
      1.7057    0.594268  0.00835633
     1.73135    0.635431   0.0159641
       1.757    0.675083    0.010988
     1.78265    0.717886   0.0118547
      1.8083    0.749781   0.0141316
     1.83395    0.835545    0.011061
      1.8596    0.918142   0.0136245
     1.88525    0.975026   0.0165895
      1.9109      1.0484    0.014584
     1.93655     1.10349   0.0138798
      1.9622     1.16503   0.0107447
     1.98785     1.19815   0.0123542
      2.0135     1.21804   0.0125487
     2.03915     1.24287   0.0100072
      2.0648     1.25364  0.00725778
     2.09045     1.27263  0.00791553
      2.1161     1.27499   0.0152077
     2.14174     1.29065   0.0194711
     2.16739     1.27667   0.0152821
     2.19304     1.26682  0.00901152
     2.21869     1.26398   0.0131904
     2.24434     1.24418  0.00861224
     2.26999     1.20093   0.0122218
     2.29564     1.15719   0.0084553
     2.32129      1.1136  0.00784558
     2.34694     1.06953  0.00706284
     2.37259     1.02196  0.00814816
     2.39824    0.977141   0.0121874
     2.42389    0.919536   0.0120588
     2.44954    0.886781     0.01063
     2.47519    0.849894   0.0111146
     2.50084    0.838195   0.0121685
     2.52649    0.815179  0.00691333
     2.55214    0.806382   0.0053147
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913           0           0
    0.910562           0           0
    0.936212           0           0
    0.961861 0.000843892 0.000359948
    0.987511   0.0125977  0.00179932
     1.01316    0.141868  0.00499296
     1.03881    0.633901  0.00970723
     1.06446     1.57788   0.0224902
     1.09011     2.56215   0.0252421
     1.11576     3.19381   0.0300197
     1.14141     3.39071   0.0255783
     1.16706     3.13355   0.0216645
     1.19271     2.81826   0.0320594
     1.21836     2.36215    0.026842
     1.24401     1.93622   0.0285918
     1.26966     1.65371   0.0273614
     1.29531     1.36111   0.0282144
     1.32096     1.19054    0.028797
     1.34661     1.01473   0.0142581
     1.37226    0.880206   0.0124428
     1.39791    0.770638   0.0177976
     1.42355    0.729734   0.0164955
      1.4492    0.672865   0.0133667
     1.47485    0.631641    0.013718
      1.5005    0.580968   0.0110061
     1.52615     0.56814   0.0140203
      1.5518    0.533479   0.0070926
     1.57745    0.541067   0.0106449
      1.6031     0.54621   0.0143144
     1.62875    0.555849  0.00924232
      1.6544    0.569695  0.00826058
     1.68005    0.576407   0.0144145
      1.7057    0.597569  0.00814659
     1.73135    0.641215   0.0153797
       1.757    0.680088   0.0109699
     1.78265    0.717879   0.0106693
      1.8083    0.754147    0.013376
     1.83395    0.835231  0.00995929
      1.8596    0.912471   0.0133903
     1.88525     0.96869   0.0160952
      1.9109     1.04435   0.0136782
     1.93655     1.10561   0.0126515
      1.9622     1.16353   0.0097743
     1.98785     1.19723    0.011153
      2.0135     1.21426   0.0118482
     2.03915     1.24021  0.00935317
      2.0648     1.24862  0.00808784
     2.09045     1.26806   0.0083383
      2.1161      1.2764   0.0137518
     2.14174     1.29267   0.0176279
     2.16739     1.27945    0.014006
     2.19304       1.272  0.00948108
     2.21869     1.26884   0.0127349
     2.24434     1.25439   0.0124051
     2.26999     1.20415    0.011417
