# mu sigma energy error acceptance
0.96 0.76 -0.1313270496 0.03764912396 0.7377
0.96 0.78 -0.03686122396 0.04676116563 0.74645
0.96 0.8 -0.05521215718 0.04293694256 0.7505
0.98 0.4 0.327354336 0.02916710031 0.34525
0.98 0.42 0.1709756845 0.02364633776 0.372
0.98 0.44 0.03680800366 0.02075496549 0.39195
0.98 0.46 -0.01231475791 0.0164472943 0.41825
0.98 0.48 -0.109464379 0.01305718086 0.4424
0.98 0.5 -0.164662362 0.01119791651 0.46205
0.98 0.52 -0.236493652 0.009790151863 0.48865
0.98 0.54 -0.2652895812 0.009105955187 0.52055
0.98 0.56 -0.282832655 0.00765000936 0.53255
0.98 0.58 -0.293012409 0.01144297521 0.56685
0.98 0.6 -0.2925465547 0.01397345775 0.58255
0.98 0.62 -0.3152223897 0.01127822233 0.6164
0.98 0.64 -0.3124587351 0.01473466775 0.6361
0.98 0.66 -0.2989097254 0.01486403592 0.65555
0.98 0.68 -0.2932926358 0.01596583932 0.6712
0.98 0.7 -0.1351102445 0.03344834602 0.68555
0.98 0.72 -0.1476049123 0.02794904826 0.7072
0.98 0.74 -0.08875320912 0.04401401755 0.71725
0.98 0.76 -0.06956459001 0.0380653525 0.7303
0.98 0.78 -0.07720131399 0.03134904107 0.73915
0.98 0.8 0.04499460525 0.04990524268 0.7508
1 0.4 0.299920096 0.02731975365 0.3463
1 0.42 0.1772553205 0.02344096819 0.3691
1 0.44 0.09013942533 0.01939355313 0.38955
1 0.46 0.0163845377 0.0151302937 0.40465
1 0.48 -0.1078605035 0.01331066468 0.4349
1 0.5 -0.1283241542 0.01148358892 0.4489
1 0.52 -0.2107079642 0.00970918901 0.4838
1 0.54 -0.2480920143 0.008726400254 0.50545
1 0.56 -0.2796430023 0.008204384159 0.52645
1 0.58 -0.2656756392 0.01431650927 0.5522
1 0.6 -0.286557744 0.01135595496 0.5735
1 0.62 -0.2806346452 0.01541568125 0.5926
1 0.64 -0.2242105856 0.01909214605 0.61475
1 0.66 -0.2524978112 0.02362108793 0.6467
1 0.68 -0.2009203885 0.02370823403 0.6654
1 0.7 -0.1651151701 0.02533882628 0.67965
1 0.72 -0.1362112191 0.03677024051 0.6898
1 0.74 -0.1087257606 0.03589935753 0.71225
1 0.76 -0.08930716311 0.02696814671 0.7293
1 0.78 -0.003231665862 0.0420422599 0.73835
1 0.8 0.06947315906 0.04480948733 0.7478
