1   3.22269   0
2   3.14509   0.0776015
3   3.15459   0.0458
4   3.16722   0.0347629
5   3.15374   0.0301138
6   3.14316   0.0267692
7   3.14607   0.022811
8   3.14246   0.0200817
9   3.14052   0.0178164
10   3.14373   0.0162549
11   3.13904   0.0154328
12   3.14335   0.0147339
13   3.14232   0.0135928
14   3.14556   0.0129963
15   3.1465   0.0121348
16   3.14546   0.0113984
17   3.14289   0.0110115
18   3.14907   0.0120825
19   3.14517   0.012075
20   3.14644   0.0115255
21   3.14533   0.0110194
22   3.14427   0.0105597
23   3.14238   0.0102658
24   3.14281   0.00983795
25   3.14163   0.00950962
26   3.14348   0.00932247
27   3.14276   0.00899945
28   3.14136   0.00878377
29   3.13898   0.00880465
30   3.13535   0.00924532
31   3.13607   0.00897076
32   3.13684   0.00871954
33   3.13884   0.00868628
34   3.13963   0.00846349
35   3.13765   0.0084534
36   3.13708   0.00823483
37   3.1375   0.00802013
38   3.13826   0.00784359
39   3.13838   0.00764067
40   3.13926   0.00749907
41   3.13896   0.00732003
42   3.13886   0.0071443
43   3.13817   0.00700962
44   3.13921   0.00692617
45   3.13913   0.00677094
46   3.13953   0.00663421
47   3.13979   0.00649659
48   3.14077   0.00643459
49   3.14227   0.00647859
50   3.14258   0.00635506
51   3.14129   0.00636083
52   3.1407   0.0062655
53   3.14025   0.0061621
54   3.13975   0.00606744
55   3.14015   0.00596927
56   3.14126   0.00596502
57   3.14077   0.00587989
58   3.14234   0.0059882
59   3.14136   0.00596687
60   3.14224   0.0059315
61   3.14132   0.00590477
62   3.14057   0.00585657
63   3.14148   0.00583439
64   3.1416   0.00574358
65   3.14273   0.00576751
66   3.14314   0.00569399
67   3.14359   0.00562675
68   3.14281   0.00559865
69   3.14298   0.00551955
70   3.14295   0.00544022
71   3.14339   0.00538156
72   3.14185   0.00552668
73   3.14303   0.00557643
74   3.14178   0.00564046
75   3.14174   0.00556489
76   3.14158   0.00549339
77   3.14106   0.00544622
78   3.14181   0.00542697
79   3.14156   0.00536365
80   3.14123   0.00530637
81   3.14154   0.00524977
82   3.14136   0.00518841
83   3.14062   0.00517896
84   3.14083   0.00512139
85   3.14059   0.00506664
86   3.13989   0.00505555
87   3.13977   0.0049987
88   3.13964   0.00494311
89   3.13978   0.00488909
90   3.13954   0.00484042
91   3.13933   0.00479168
92   3.1394   0.00473998
93   3.13986   0.00471071
94   3.14031   0.00468255
95   3.14034   0.00463306
96   3.14056   0.00458987
97   3.13979   0.00460757
98   3.14024   0.00458227
99   3.13979   0.00455773
100   3.13996   0.00451504
