0 45.8681 57.5066
1 36.1911 53.9084
2 36.1911 48.2988
3 36.0791 43.2647
4 35.041 40.0142
5 30.073 37.1951
6 27.563 34.664
7 27.563 32.1505
8 27.563 30.9717
9 26.6716 30.331
10 26.1612 29.4347
11 22.0387 27.7784
12 22.0387 26.6875
13 19.9152 25.0328
14 19.2595 22.2156
15 19.2595 21.3627
16 18.8528 19.8619
17 18.8528 20.1437
18 18.8528 19.8774
19 18.7628 19.6554
20 18.7628 20.1924
21 16.8299 19.3294
22 16.8299 18.4934
23 15.8202 18.089
24 15.8202 17.1427
25 13.3405 17.1785
26 13.3405 15.6878
27 13.3405 14.8342
28 13.3405 14.031
29 12.7816 13.6107
30 12.1412 13.4535
31 12.1412 12.9809
32 12.1334 12.5811
33 10.737 12.2026
34 10.737 11.9572
35 8.86197 11.4195
36 8.63108 10.4552
37 8.63108 9.8513
38 8.0909 9.31777
39 6.8221 8.66493
40 6.8221 8.13875
41 6.8221 7.41993
42 6.8221 6.88052
43 6.8221 6.90485
44 6.45566 6.84332
45 6.17559 6.73597
46 6.17559 6.87952
47 5.80914 6.40427
48 5.80914 6.64346
49 5.80914 6.06356
50 5.6279 5.91432
51 5.6279 5.82407
52 5.51868 5.71673
53 5.51868 5.6517
54 5.39045 5.59872
55 5.34411 5.54242
56 5.34411 5.50453
57 5.34411 5.49141
58 5.34411 5.37365
59 5.31145 5.3724
60 5.2895 5.37063
61 5.2895 5.48452
62 5.23753 5.39825
63 5.23753 5.29604
64 5.23753 5.28919
65 5.23753 5.26899
66 5.23753 5.25419
67 5.23753 5.27188
68 5.16861 5.26305
69 5.16861 5.235
70 5.16861 5.22082
71 5.16861 5.21123
72 5.01846 5.24584
73 5.01846 5.20197
74 4.97848 5.17566
75 4.97848 5.11584
76 4.97848 5.04112
77 4.97848 5.01457
78 4.97848 4.98328
79 4.87272 4.97637
80 4.87272 4.96579
81 4.24922 4.92374
82 4.24922 4.80748
83 4.10793 4.6041
84 3.83692 4.43643
85 3.69117 4.29687
86 3.69117 4.10002
87 3.68842 4.5775
88 3.66731 4.54458
89 3.66731 4.40521
90 3.66731 4.08795
91 3.66731 3.69419
92 3.66731 3.6809
93 3.66731 3.68063
94 3.66731 3.66779
95 3.64139 3.66648
96 3.64139 3.66357
97 3.64139 3.65455
98 3.64139 3.64553
99 3.64139 3.66716
100 3.64139 3.66563
101 3.64139 3.66899
102 3.64139 3.67833
103 3.64139 3.71011
104 3.53367 3.64203
105 3.53367 3.62846
106 3.53367 3.60476
107 3.53367 3.59421
108 3.53367 3.55575
109 3.53367 3.55519
110 3.53367 3.54997
111 3.53367 3.53948
112 3.53367 3.54146
113 3.53367 3.59199
114 3.53367 3.60079
115 3.53367 3.60087
116 3.53367 3.57761
117 3.53367 3.67501
118 3.53367 3.53947
119 3.53367 3.53557
120 3.28732 3.52874
121 3.28732 3.58005
122 3.28732 3.44103
123 3.28732 3.32704
124 3.28732 3.33886
125 3.28732 3.36361
126 3.28732 3.28732
127 3.28732 3.30807
128 3.28732 3.28732
129 3.28732 3.37511
130 3.28732 3.2967
131 3.28732 3.37465
132 3.28732 3.2964
133 3.28732 3.68279
134 3.28732 3.66883
135 3.28732 4.32612
136 3.28732 3.65352
137 3.28732 3.48922
138 3.28732 3.29154
139 3.28732 3.33783
140 3.28732 3.29038
141 3.28732 3.28732
142 2.75152 3.2766
143 2.60455 3.15475
144 2.60455 2.93515
145 2.60455 2.73017
146 2.46582 2.7444
147 2.46582 2.60322
148 2.46582 2.617
149 2.46582 2.80934
150 2.46582 2.49881
151 2.46582 2.48437
152 2.46582 2.53167
153 2.46582 2.53934
154 2.46582 2.53366
155 2.46582 2.49436
156 2.46582 2.46641
157 2.46582 2.46582
158 2.46582 2.48032
159 2.46582 2.48032
160 2.46582 2.46703
161 2.46582 2.57285
162 2.46582 2.46765
163 2.46582 2.46582
164 2.19762 2.46108
165 2.19762 2.41755
166 2.19762 2.33845
167 2.19762 2.2623
168 2.19762 2.21907
169 2.19762 2.22609
170 2.19762 2.19762
171 2.19762 2.19762
172 2.19762 2.19762
173 2.19762 2.19784
174 2.18193 2.1973
175 2.18193 2.21461
176 2.18193 2.19072
177 2.18193 2.18758
178 2.18193 2.19041
179 2.16073 2.18308
180 2.16073 2.17948
181 2.16073 2.17631
182 2.16073 2.16781
183 2.16073 2.16274
184 2.16073 2.18026
185 2.16073 2.16073
186 2.16073 2.16073
187 2.16073 2.16073
188 2.16073 2.17505
189 2.16073 2.16073
190 2.16073 2.16073
191 2.16073 2.16073
192 2.16073 2.19112
193 2.16073 2.17175
194 2.16073 2.16073
195 2.16073 2.16339
196 2.16073 2.20849
197 2.16073 2.25762
198 2.16073 2.17195
199 2.16073 2.17873
200 2.16073 2.16439
201 2.16073 2.21951
202 2.16073 2.22252
203 2.16073 2.16073
204 2.16073 2.16073
205 2.16073 2.16089
206 2.16073 2.16073
207 2.16073 2.18043
208 2.16073 2.16801
209 2.16073 2.16073
210 2.16073 2.16073
211 2.16073 2.16566
212 2.16073 2.17059
213 2.16073 2.16136
214 2.16073 2.24659
215 2.16073 2.16073
216 2.16073 2.16073
217 2.16073 2.16073
218 2.16073 2.16916
219 2.16073 2.1627
220 2.16073 2.20105
221 2.16073 2.16073
222 2.16073 2.19971
223 2.16073 2.16073
224 2.16073 2.16073
225 2.16073 2.16073
226 2.16073 2.16073
227 2.16073 2.23186
228 2.16073 2.18088
229 2.16073 2.17501
230 2.16073 2.16623
231 2.16073 2.21227
232 2.16073 2.16073
233 2.16073 2.16073
234 2.16073 2.16382
235 2.16073 2.16504
236 2.16073 2.2177
237 2.16073 2.20488
238 2.16073 2.30716
239 2.16073 2.45108
240 2.16073 2.257
241 2.16073 2.21688
242 2.16073 2.19386
243 2.16073 2.16073
244 2.16073 2.16073
245 2.16073 2.18746
246 2.16073 2.20981
247 2.16073 2.26622
248 2.16073 2.48466
